image_name,image_path,image_url,original_height,original_width,caption_reference_description,page_title
image_Mensur_(Studentenverbindung).jpg,data/image_Mensur_(Studentenverbindung).jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Dendrono_-_Der_fechtende_Student.jpg,774,1114,,Mensur (Studentenverbindung)
image_Gürsel_Aksel_Stadyumu.jpg,data/image_Gürsel_Aksel_Stadyumu.jpg,https://upload.wikimedia.org/wikipedia/commons/1/13/G%C3%B6ztepe_Stadyumu.jpg,2928,5108,,Gürsel Aksel Stadyumu
image_YCbCr.jpg,data/image_YCbCr.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/YCbCr.GIF,240,240,,YCbCr
image_アリレザ・ベイランヴァンド.jpg,data/image_アリレザ・ベイランヴァンド.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7a/Alireza_Beiranvand_-_2018_FIFA_World_Cup.jpg,522,346,,アリレザ・ベイランヴァンド
image_夏洛特_(北卡羅來納州).jpg,data/image_夏洛特_(北卡羅來納州).jpg,https://upload.wikimedia.org/wikipedia/commons/d/dd/Bank_of_America_Corporate_Center.jpg,2032,1524,,夏洛特 (北卡羅來納州)
image_溫頓郡政府.jpg,data/image_溫頓郡政府.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f6/Winton_LGA_Qld.png,535,400,,溫頓郡政府
image_खतना.jpg,data/image_खतना.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/Penile_nerve_block_dorsal.jpg,864,1152,,खतना
image_690.jpg,data/image_690.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/A_Tang_Dynasty_Empress_Wu_Zetian.JPG,393,347,,690
image_Warystor.jpg,data/image_Warystor.jpg,https://upload.wikimedia.org/wikipedia/commons/7/71/Varistor_symbol_1.png,200,400,,Warystor
image_マレー川.jpg,data/image_マレー川.jpg,http://upload.wikimedia.org/wikipedia/commons/3/3b/Murray_darling_murrumbidgee_map.gif,452,581,,マレー川
image_池尻_(世田谷区).jpg,data/image_池尻_(世田谷区).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/%E4%B8%96%E7%94%B0%E8%B0%B7%E5%8C%BA%E7%AB%8B%E6%B1%A0%E5%B0%BB%E4%BA%8C%E4%B8%81%E7%9B%AE%E5%BA%83%E5%A0%B4_-_panoramio.jpg,1522,2031,,池尻 (世田谷区)
image_T'aypik.jpg,data/image_T'aypik.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Districts_of_Taipei-Taiwan.png,457,346,,T'aypik
image_ספיר.jpg,data/image_ספיר.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c5/Sapphire_oval%2C_untreated_2.25cts.jpg,300,300,,ספיר
image_Natalja_Wiktorowna_Polosmak.jpg,data/image_Natalja_Wiktorowna_Polosmak.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ee/Mummy_of_the_Ukok_Princess.jpg,576,720,,Natalja Wiktorowna Polosmak
image_한큐전철.jpg,data/image_한큐전철.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a0/HK-Nishinomiya-kitaguchiStation-1.JPG,313,540,,한큐전철
image_Crítica_textual.jpg,data/image_Crítica_textual.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/Canterbury_Tales.png,283,331,,Crítica textual
image_Hiệp_ước_Xô-Đức.jpg,data/image_Hiệp_ước_Xô-Đức.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9c/Bundesarchiv_Bild_183-R69173%2C_M%C3%BCnchener_Abkommen%2C_Staatschefs.jpg,548,800,,Hiệp ước Xô-Đức
image_Brian_Joubert.jpg,data/image_Brian_Joubert.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Joubert_2008TEB_by_Carmichael.jpg,504,340,,Brian Joubert
image_บาร์เรล.jpg,data/image_บาร์เรล.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Bluebbl.png,200,133,,บาร์เรล
image_Krūties_vėžys.jpg,data/image_Krūties_vėžys.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d0/Mammogram_showing_breast_cancer.jpg,359,261,,Krūties vėžys
image_Single-cell_analysis.jpg,data/image_Single-cell_analysis.jpg,http://upload.wikimedia.org/wikipedia/commons/0/09/Proteinsynthesis.png,410,250,,Single-cell analysis
image_Bible_translations_into_Malay.jpg,data/image_Bible_translations_into_Malay.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7e/Klinkert-Deuteronomy.jpg,480,480,,Bible translations into Malay
"image_The_Lion_in_Winter_(film,_1968).jpg","data/image_The_Lion_in_Winter_(film,_1968).jpg",https://upload.wikimedia.org/wikipedia/commons/3/3d/Hep-lion.jpg,309,475,,"The Lion in Winter (film, 1968)"
image_Liberal_Party_of_Australia.jpg,data/image_Liberal_Party_of_Australia.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Vladimir_Putin_at_APEC_Summit_in_Australia_7-9_September_2007-18.jpg,334,500,,Liberal Party of Australia
image_Sea_Zenith.jpg,data/image_Sea_Zenith.jpg,http://upload.wikimedia.org/wikipedia/commons/4/4b/Seaguard.jpg,227,300,,Sea Zenith
image_চন্দ্রকান্ত_সন্দিকৈ_ভবন.jpg,data/image_চন্দ্রকান্ত_সন্দিকৈ_ভবন.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Chandrakanta_Handique_Bhawan.JPG,768,1024,,চন্দ্রকান্ত সন্দিকৈ ভবন
image_Nemzetközi_repülőterek_listája.jpg,data/image_Nemzetközi_repülőterek_listája.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ef/AMD2.jpg,1536,2048,,Nemzetközi repülőterek listája
image_Cronologia_dell'assassinio_di_John_Fitzgerald_Kennedy.jpg,data/image_Cronologia_dell'assassinio_di_John_Fitzgerald_Kennedy.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/HSCA-Croft-bunched-jacket-6-44.jpg,129,116,,Cronologia dell'assassinio di John Fitzgerald Kennedy
image_滿洲國軍.jpg,data/image_滿洲國軍.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ce/Manchukuo_Honor_Guard.JPG,420,491,,滿洲國軍
"image_Prelude_and_Fugue_in_C-sharp_major,_BWV_848.jpg","data/image_Prelude_and_Fugue_in_C-sharp_major,_BWV_848.jpg",https://upload.wikimedia.org/wikipedia/commons/8/87/Bach_Fugue_BWV_848_Subject.png,145,524,,"Prelude and Fugue in C-sharp major, BWV 848"
image_Air_France.jpg,data/image_Air_France.jpg,https://upload.wikimedia.org/wikipedia/en/9/9d/Square_Max_Hymans_%28Paris%29.jpg,225,300,,Air France
image_When_You_Get_a_Little_Lonely.jpg,data/image_When_You_Get_a_Little_Lonely.jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/Marcia%2C_Marcia%2C_Marcia.png,542,364,,When You Get a Little Lonely
image_Priyadarshan.jpg,data/image_Priyadarshan.jpg,https://upload.wikimedia.org/wikipedia/commons/a/aa/Priyadarshan_at_a_press_conference_for_%E2%80%98Kamaal_Dhamaal_Malamaal%E2%80%99_%28cropped%29.jpg,492,503,,Priyadarshan
image_เรือลาดตระเวนประจัญบานรัสเซียปิออตร์เวลีคี.jpg,data/image_เรือลาดตระเวนประจัญบานรัสเซียปิออตร์เวลีคี.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/Russian_Battle_Cruiser_Pyotr_Velikiy.jpg,364,600,,เรือลาดตระเวนประจัญบานรัสเซียปิออตร์เวลีคี
image_Ку_Бон_Му.jpg,data/image_Ку_Бон_Му.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Koo_Bon-Moo.jpg,137,126,,Ку Бон Му
image_Mandovi_Bridge_(Goa).jpg,data/image_Mandovi_Bridge_(Goa).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Mandovi_Bridge.png,638,1298,,Mandovi Bridge (Goa)
image_Cascadia.jpg,data/image_Cascadia.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7b/Cascadiasoccerflag.jpg,423,1000,,Cascadia
image_धौलाधार.jpg,data/image_धौलाधार.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Montaro_Dhauladhar_%28foto_de_Dharamsala%29.jpg,480,640,,धौलाधार
image_आचार्य.jpg,data/image_आचार्य.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Gurukul.jpg,216,288,,आचार्य
image_興仁寺.jpg,data/image_興仁寺.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Mongolia_GerTemple01.JPG,480,640,,興仁寺
image_Choi_Yoon-so.jpg,data/image_Choi_Yoon-so.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/191231_%EC%B5%9C%EC%9C%A4%EC%86%8C.jpg,372,276,,Choi Yoon-so
image_एलिजाबेथ_हर्ली.jpg,data/image_एलिजाबेथ_हर्ली.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Hurley-husband.jpg,550,834,,एलिजाबेथ हर्ली
image_Bailiffgate_Museum.jpg,data/image_Bailiffgate_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Stella_Vine_2001.jpg,336,275,,Bailiffgate Museum
image_Colony_of_Virginia.jpg,data/image_Colony_of_Virginia.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Virginiacolony.png,627,600,,Colony of Virginia
image_Szerb_dinár.jpg,data/image_Szerb_dinár.jpg,https://upload.wikimedia.org/wikipedia/commons/3/36/20RSD_Front.jpg,154,325,,Szerb dinár
image_وی_وی_براون.jpg,data/image_وی_وی_براون.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/VV_Brown_at_Bristol_O2_Academy_6.jpg,1024,680,,وی وی براون
image_西本願寺.jpg,data/image_西本願寺.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Honganji_Daishoin_Plan.gif,266,200,,西本願寺
image_Шэран_Лектар.jpg,data/image_Шэран_Лектар.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Sharon_Lechter_writer.png,468,434,,Шэран Лектар
image_Списък_на_фигурите_в_Анатомията_на_Грей__IX._Неврология.jpg,data/image_Списък_на_фигурите_в_Анатомията_на_Грей__IX._Неврология.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b4/Gray744.png,481,550,,Списък на фигурите в Анатомията на Грей: IX. Неврология
image_General_Service_Medal_(1918).jpg,data/image_General_Service_Medal_(1918).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/General_Service_Medal%2C_Army_%26_RAF%2C_Obverse.jpg,599,334,,General Service Medal (1918)
image_TTL.jpg,data/image_TTL.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/TTL_Clock.jpg,474,340,,TTL
image_國立中山大學附屬國光高級中學.jpg,data/image_國立中山大學附屬國光高級中學.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/%E4%B8%AD%E5%B1%B1%E5%A4%A7%E5%AD%B8%E9%99%84%E4%B8%AD%E6%A0%A1%E9%96%80.JPG,1410,1880,,國立中山大學附屬國光高級中學
image_Joseph_Boxhall.jpg,data/image_Joseph_Boxhall.jpg,https://upload.wikimedia.org/wikipedia/commons/7/71/Joseph_Groves_Boxhall.jpg,200,171,,Joseph Boxhall
image_1989년_혁명.jpg,data/image_1989년_혁명.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Evstafiev-chechnya-women-pray.jpg,489,700,,1989년 혁명
image_Portsmouth_NSY.jpg,data/image_Portsmouth_NSY.jpg,http://upload.wikimedia.org/wikipedia/commons/4/49/Portsmouth_Naval_Shipyard.jpg,320,600,,Portsmouth NSY
image_Ikayaki.jpg,data/image_Ikayaki.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Ikayaki.jpg,235,300,,Ikayaki
image_Uniforme_du_corps_diplomatique.jpg,data/image_Uniforme_du_corps_diplomatique.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Hiroshi_Sait%C5%8D_at_the_diplomatic_reception_at_White_House.jpg,930,762,,Uniforme du corps diplomatique
"image_Sibalom,_Antique.jpg","data/image_Sibalom,_Antique.jpg",http://upload.wikimedia.org/wikipedia/commons/7/7e/Ph_locator_antique_sibalom.png,350,300,,"Sibalom, Antique"
image_Mohamed_Fadhel_Ben_Achour.jpg,data/image_Mohamed_Fadhel_Ben_Achour.jpg,http://upload.wikimedia.org/wikipedia/commons/0/03/Mohamed_Fadhel_Ben_Achour.jpg,175,151,,Mohamed Fadhel Ben Achour
image_중구_(대구광역시).jpg,data/image_중구_(대구광역시).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/10%EA%B2%BD_%EC%84%9C%EB%AC%B8%EC%8B%9C%EC%9E%A5.jpg,453,680,,중구 (대구광역시)
image_Surfboard.jpg,data/image_Surfboard.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Riley-longboard-classic2.jpg,131,450,,Surfboard
image_Legión_de_Honor.jpg,data/image_Legión_de_Honor.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Premiere-legion-dhonneur.jpg,423,600,,Legión de Honor
image_Little_Egypt.jpg,data/image_Little_Egypt.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Little_egypt_dancer.JPG,300,222,,Little Egypt
image_ರಾಷ್ಟ್ರೀಯ_ಹೆದ್ದಾರಿ_(ಭಾರತ).jpg,data/image_ರಾಷ್ಟ್ರೀಯ_ಹೆದ್ದಾರಿ_(ಭಾರತ).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Salem_NH47_trumpet_exchange.jpg,542,1384,,ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿ (ಭಾರತ)
image_Peter_Enckelman.jpg,data/image_Peter_Enckelman.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Enckelman%2C_Peter_%283%29.jpg,494,259,,Peter Enckelman
image_Sonic_the_Hedgehog_2_(16-bit).jpg,data/image_Sonic_the_Hedgehog_2_(16-bit).jpg,https://upload.wikimedia.org/wikipedia/commons/e/ee/3_rotating_rings.gif,135,180,,Sonic the Hedgehog 2 (16-bit)
image_New_York_Dolls_(álbum).jpg,data/image_New_York_Dolls_(álbum).jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/New_York_Dolls_-_TopPop_1973_02.png,502,500,,New York Dolls (álbum)
image_Taxon.jpg,data/image_Taxon.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ab/Hierarchical_clustering_diagram.png,344,433,,Taxon
image_Superphénix.jpg,data/image_Superphénix.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Lionel_Jospin%2C_le_30_septembre_1997.jpg,302,240,,Superphénix
